source_x,mu_1,mu_2,td_1,td_2
2.900000000000003e-05,4.132038,-112.7618,0.0,1.46242e-06
2.9111854771115372e-05,4.125844,-105.1234,0.0,1.468061e-06
2.9224140972914206e-05,4.119651,-98.4221,0.0,1.473723e-06
2.9336860269451088e-05,4.113458,-92.49542,0.0,1.479408e-06
2.9450014331198752e-05,4.107266,-87.21644,0.0,1.485114e-06
2.956360483507323e-05,4.101075,-82.48452,0.0,1.490842e-06
2.9677633464458457e-05,4.094884,-78.21884,0.0,1.496592e-06
2.9792101909231286e-05,4.088695,-74.35375,0.0,1.502365e-06
2.9907011865786528e-05,4.082507,-70.83538,0.0,1.508159e-06
3.0022365037062154e-05,4.076319,-67.61911,0.0,1.513976e-06
3.013816313256429e-05,4.070133,-64.66764,0.0,1.519816e-06
3.0254407868392904e-05,4.063948,-61.94959,0.0,1.525678e-06
3.037110096726702e-05,4.057764,-59.43834,0.0,1.531563e-06
3.048824415855028e-05,4.051581,-57.11116,0.0,1.53747e-06
3.060583917827666e-05,4.045399,-54.94855,0.0,1.5434e-06
3.0723887769175946e-05,4.039219,-52.93367,0.0,1.549353e-06
3.08423916806999e-05,4.03304,-51.05189,0.0,1.555329e-06
3.096135266904798e-05,4.026863,-49.29045,0.0,1.561328e-06
3.1080772497193425e-05,4.020686,-47.63819,0.0,1.56735e-06
3.1200652934909346e-05,4.014512,-46.08526,0.0,1.573396e-06
3.1320995758795045e-05,4.008339,-44.62299,0.0,1.579464e-06
3.1441802752302104e-05,4.002167,-43.24366,0.0,1.585556e-06
3.1563075705761154e-05,3.995997,-41.94043,0.0,1.591672e-06
3.1684816416408196e-05,3.989829,-40.70718,0.0,1.597811e-06
3.180702668841126e-05,3.983662,-39.53842,0.0,1.603974e-06
3.192970833289725e-05,3.977498,-38.42923,0.0,1.610161e-06
3.205286316797849e-05,3.971335,-37.37518,0.0,1.616371e-06
3.217649301878007e-05,3.965173,-36.37227,0.0,1.622605e-06
3.230059971746662e-05,3.959014,-35.41686,0.0,1.628864e-06
3.242518510326957e-05,3.952857,-34.50568,0.0,1.635147e-06
3.2550251022514425e-05,3.946701,-33.63571,0.0,1.641453e-06
3.267579932864788e-05,3.940548,-32.80424,0.0,1.647785e-06
3.28018318822657e-05,3.934396,-32.00877,0.0,1.65414e-06
3.292835055114001e-05,3.928247,-31.24702,0.0,1.66052e-06
