source_x,mu_1,mu_2,td_1,td_2
3.3941125496954285e-05,4.633928,-3.193551,0.0,1.780527e-06
5.028314888437671e-05,3.919444,-2.333907,0.0,2.541547e-06
6.662517227179914e-05,3.408637,-1.708385,0.0,3.316598e-06
8.296719565922158e-05,3.036219,-1.256519,0.0,4.098798e-06
9.930921904664402e-05,2.757083,-0.9233289,0.0,4.885039e-06
0.00011565124243406644,2.541978,-0.67083,0.0,5.673756e-06
0.00013199326582148888,2.372019,-0.4743235,0.0,6.464092e-06
0.0001483352892089113,2.234785,-0.3177293,0.0,7.255538e-06
0.00016467731259633373,2.121888,-0.1903588,0.0,8.047779e-06
0.00018101933598375618,2.027515,-0.08491994,0.0,8.840605e-06
