y_pm,ML_pm,mismatch_pm
0.1,4.926240759999999e-05,0.00035616418198070043
0.1152542372881356,4.926240759999999e-05,0.00035001215141772235
0.13050847457627118,4.926240759999999e-05,0.00034397433525779064
0.14576271186440679,4.926240759999999e-05,0.0003380487094069018
0.1610169491525424,4.926240759999999e-05,0.0003322332812715212
0.17627118644067796,4.926240759999999e-05,0.00032652608942629335
0.19152542372881357,4.926240759999999e-05,0.000320925203290634
0.20677966101694917,4.926240759999999e-05,0.0003154287227945529
0.22203389830508474,4.926240759999999e-05,0.0003100347780490287
0.23728813559322035,4.926240759999999e-05,0.00030474152901405205
0.25254237288135595,4.926240759999999e-05,0.0002995471651678905
0.2677966101694915,4.926240759999999e-05,0.0002944499051718008
0.2830508474576271,4.926240759999999e-05,0.0002894479965389607
0.2983050847457627,4.926240759999999e-05,0.0002845397153000695
0.31355932203389836,4.926240759999999e-05,0.00027972336566983724
0.32881355932203393,4.926240759999999e-05,0.0002749972797125855
0.3440677966101695,4.926240759999999e-05,0.0002703598170099575
0.3593220338983051,4.926240759999999e-05,0.0002658093643248538
0.37457627118644066,4.926240759999999e-05,0.00026134433526958656
0.38983050847457634,4.926240759999999e-05,0.0002569631699720354
0.4050847457627119,4.926240759999999e-05,0.0002526643347428026
0.4203389830508475,4.926240759999999e-05,0.0002484463217415911
0.43559322033898307,4.926240759999999e-05,0.0002443076486479123
0.45084745762711864,4.926240759999999e-05,0.00024024685832724213
0.4661016949152542,4.926240759999999e-05,0.0002362625185020617
0.4813559322033899,4.926240759999999e-05,0.0002323532214228985
0.4966101694915255,4.926240759999999e-05,0.00022851758353714668
0.511864406779661,4.926240759999999e-05,0.00022475424516532616
0.5271186440677966,4.926240759999999e-05,0.0002210618701725675
0.5423728813559322,4.926240759999999e-05,0.00021743914564309463
0.5576271186440678,4.926240759999999e-05,0.00021388478155981439
0.5728813559322035,4.926240759999999e-05,0.00021039751047802202
0.588135593220339,4.926240759999999e-05,0.00020697608720821048
0.6033898305084746,4.926240759999999e-05,0.0002036192884965482
